-11;22;64;-14;21;62;-13;21;62;-13;23;63;-13;22;62;-13;23;62;-12;23;63;-13;23;61;-13;23;64;-12;23;64;0
-12;24;63;-13;23;62;-15;23;62;-9;22;63;-55;19;44;-58;19;32;45;12;70;-70;9;32;-18;22;56;-11;12;64;0
-19;19;62;-19;21;63;-15;19;63;24;9;63;-39;0;56;-80;12;-28;0;-3;69;-49;0;41;-75;12;-29;-9;13;54;0
-23;16;64;-22;19;64;-1;0;51;-34;-8;83;-71;23;30;-35;27;35;0;-6;64;-57;0;55;-79;27;-9;-4;22;33;0
-24;20;59;-21;19;60;-17;18;64;-10;11;67;-50;0;39;-79;0;-12;-41;25;38;-20;21;66;-62;13;32;-71;17;9;0
-26;34;56;-26;35;54;-27;34;53;-42;45;42;-8;55;18;-21;49;0;-69;12;10;-78;8;28;-63;9;13;-61;21;0;0
-21;15;63;-24;19;62;-32;38;77;-2;31;-9;43;46;-32;-26;0;24;-28;30;111;-22;18;40;-30;40;-24;-88;-4;22;0
-31;14;60;-46;11;89;-35;17;40;-76;8;-5;-76;23;-54;-33;22;0;-44;13;46;-18;-3;62;-33;0;59;-38;0;58;0
-38;0;57;-37;0;57;-40;0;53;-70;7;-22;20;-9;87;-61;0;-6;-44;-8;43;-68;-1;33;-66;0;0;-19;-11;47;0
-41;0;56;-51;9;66;-128;22;-61;-69;40;-34;-113;49;-8;-39;43;-6;11;58;-22;-117;12;-71;40;15;62;-62;39;-57;0
-16;31;66;-20;32;57;-3;30;35;-80;0;-3;0;8;76;-43;0;59;-56;0;-12;-55;0;-2;-23;0;65;-35;0;60;0
-38;0;57;-37;0;57;-37;0;58;-39;0;57;-22;-2;65;-69;0;-13;-65;26;-30;-26;11;60;-16;13;47;-54;0;0;0
-11;-59;29;-10;-57;30;-3;-60;20;-31;-49;-5;-23;-49;13;-69;-58;19;-45;-51;-5;0;-49;44;44;-119;93;-39;-58;0;0
-14;-58;30;-14;-57;31;-14;-60;27;-49;-61;0;-18;-61;33;0;-67;38;-11;-51;23;-15;-68;30;-15;-58;23;-26;-52;27;0
-44;-70;-6;-31;-65;0;-30;-58;42;-21;-46;23;-24;-61;30;-23;-53;28;-26;-51;7;19;-80;127;-30;-59;33;-29;-49;0;0
-19;-60;18;-20;-60;20;-21;-55;35;-22;-54;29;-42;-47;0;24;-51;48;-15;-54;25;-46;-52;-2;-48;-52;-2;-3;-54;35;0
-15;-58;26;-9;-58;31;-49;-77;15;-37;-54;-1;9;-40;22;-17;-50;37;21;-62;54;-48;-55;0;11;-43;23;-18;-64;32;0
-18;-57;14;-21;-58;14;-25;-59;16;-23;-58;18;-23;-59;18;-24;-59;18;-24;-57;18;-22;-58;18;-23;-60;18;-24;-59;17;0
-20;-60;37;-30;-59;49;-65;-31;40;-26;23;24;-19;50;26;9;43;56;20;23;53;11;20;65;15;22;61;14;23;61;0
41;9;48;50;22;45;51;8;43;44;8;34;50;10;38;46;12;34;48;9;36;43;10;49;34;18;55;16;18;57;0
-9;17;71;0;22;64;0;21;62;0;21;62;0;23;63;0;22;62;0;23;62;0;23;63;0;23;61;0;23;64;1
0;23;64;0;24;63;0;23;62;0;23;62;0;22;63;0;19;44;0;19;32;45;12;70;0;9;32;0;22;56;1
0;12;64;0;19;62;0;21;63;0;19;63;24;9;63;0;0;56;0;12;0;0;0;69;0;0;41;0;12;0;1
0;13;54;0;16;64;0;19;64;0;0;51;0;0;83;0;23;30;0;27;35;0;0;64;0;0;55;0;27;0;1
0;22;33;0;20;59;0;19;60;0;18;64;0;11;67;0;0;39;0;0;0;0;25;38;0;21;66;0;13;32;1
0;17;9;0;34;56;0;35;54;0;34;53;0;45;42;0;55;18;0;49;0;0;12;10;0;8;28;0;9;13;1
0;21;0;0;15;63;0;19;62;0;38;77;0;31;0;43;46;0;0;0;24;0;30;111;0;18;40;0;40;0;1
0;0;22;0;14;60;0;11;89;0;17;40;0;8;0;0;23;0;0;22;0;0;13;46;0;0;62;0;0;59;1
0;0;58;0;0;57;0;0;57;0;0;53;0;7;0;20;0;87;0;0;0;0;0;43;0;0;33;0;0;0;1
0;0;47;0;0;56;0;9;66;0;22;0;0;40;0;0;49;0;0;43;0;11;58;0;0;12;0;40;15;62;1
0;39;0;0;31;66;0;32;57;0;30;35;0;0;0;0;8;76;0;0;59;0;0;0;0;0;0;0;0;65;1
0;0;60;0;0;57;0;0;57;0;0;58;0;0;57;0;0;65;0;0;0;0;26;0;0;11;60;0;13;47;1
0;0;0;0;0;29;0;0;30;0;0;20;0;0;0;0;0;13;0;0;19;0;0;0;0;0;44;44;0;93;1
0;0;0;0;0;30;0;0;31;0;0;27;0;0;0;0;0;33;0;0;38;0;0;23;0;0;30;0;0;23;1
0;0;27;0;0;0;0;0;0;0;0;42;0;0;23;0;0;30;0;0;28;0;0;7;19;0;127;0;0;33;1
0;0;0;0;0;18;0;0;20;0;0;35;0;0;29;0;0;0;24;0;48;0;0;25;0;0;0;0;0;0;1
0;0;35;0;0;26;0;0;31;0;0;15;0;0;0;9;0;22;0;0;37;21;0;54;0;0;0;11;0;23;1
0;0;32;0;0;14;0;0;14;0;0;16;0;0;18;0;0;18;0;0;18;0;0;18;0;0;18;0;0;18;1
0;0;17;0;0;37;0;0;49;0;0;40;0;23;24;0;50;26;9;43;56;20;23;53;11;20;65;15;22;61;1
14;23;61;41;9;48;50;22;45;51;8;43;44;8;34;50;10;38;46;12;34;48;9;36;43;10;49;34;18;55;1
16;18;57;0;17;71;0;22;64;0;21;62;0;21;62;0;23;63;0;22;62;0;23;62;0;23;63;0;23;61;2
0;23;64;0;23;64;0;24;63;0;23;62;0;23;62;0;22;63;0;19;44;0;19;32;45;12;70;0;9;32;2
0;22;56;0;12;64;0;19;62;0;21;63;0;19;63;24;9;63;0;0;56;0;12;0;0;0;69;0;0;41;2
0;12;0;0;13;54;0;16;64;0;19;64;0;0;51;0;0;83;0;23;30;0;27;35;0;0;64;0;0;55;2
0;27;0;0;22;33;0;20;59;0;19;60;0;18;64;0;11;67;0;0;39;0;0;0;0;25;38;0;21;66;2
0;13;32;0;17;9;0;34;56;0;35;54;0;34;53;0;45;42;0;55;18;0;49;0;0;12;10;0;8;28;2
0;9;13;0;21;0;0;15;63;0;19;62;0;38;77;0;31;0;43;46;0;0;0;24;0;30;111;0;18;40;2
0;40;0;0;0;22;0;14;60;0;11;89;0;17;40;0;8;0;0;23;0;0;22;0;0;13;46;0;0;62;2
0;0;59;0;0;58;0;0;57;0;0;57;0;0;53;0;7;0;20;0;87;0;0;0;0;0;43;0;0;33;2
0;0;0;0;0;47;0;0;56;0;9;66;0;22;0;0;40;0;0;49;0;0;43;0;11;58;0;0;12;0;2
40;15;62;0;39;0;0;31;66;0;32;57;0;30;35;0;0;0;0;8;76;0;0;59;0;0;0;0;0;0;2
0;0;65;0;0;60;0;0;57;0;0;57;0;0;58;0;0;57;0;0;65;0;0;0;0;26;0;0;11;60;2
0;13;47;0;0;0;0;0;29;0;0;30;0;0;20;0;0;0;0;0;13;0;0;19;0;0;0;0;0;44;2
44;0;93;0;0;0;0;0;30;0;0;31;0;0;27;0;0;0;0;0;33;0;0;38;0;0;23;0;0;30;2
0;0;23;0;0;27;0;0;0;0;0;0;0;0;42;0;0;23;0;0;30;0;0;28;0;0;7;19;0;127;2
0;0;33;0;0;0;0;0;18;0;0;20;0;0;35;0;0;29;0;0;0;24;0;48;0;0;25;0;0;0;2
0;0;0;0;0;35;0;0;26;0;0;31;0;0;15;0;0;0;9;0;22;0;0;37;21;0;54;0;0;0;2
11;0;23;0;0;32;0;0;14;0;0;14;0;0;16;0;0;18;0;0;18;0;0;18;0;0;18;0;0;18;2
0;0;18;0;0;17;0;0;37;0;0;49;0;0;40;0;23;24;0;50;26;9;43;56;20;23;53;11;20;65;2
15;22;61;14;23;61;41;9;48;50;22;45;51;8;43;44;8;34;50;10;38;46;12;34;48;9;36;43;10;49;2
34;18;55;16;18;57;0;17;71;0;22;64;0;21;62;0;21;62;0;23;63;0;22;62;0;23;62;0;23;63;3
0;23;61;0;23;64;0;23;64;0;24;63;0;23;62;0;23;62;0;22;63;0;19;44;0;19;32;45;12;70;3
0;9;32;0;22;56;0;12;64;0;19;62;0;21;63;0;19;63;24;9;63;0;0;56;0;12;0;0;0;69;3
0;0;41;0;12;0;0;13;54;0;16;64;0;19;64;0;0;51;0;0;83;0;23;30;0;27;35;0;0;64;3
0;0;55;0;27;0;0;22;33;0;20;59;0;19;60;0;18;64;0;11;67;0;0;39;0;0;0;0;25;38;3
0;21;66;0;13;32;0;17;9;0;34;56;0;35;54;0;34;53;0;45;42;0;55;18;0;49;0;0;12;10;3
0;8;28;0;9;13;0;21;0;0;15;63;0;19;62;0;38;77;0;31;0;43;46;0;0;0;24;0;30;111;3
0;18;40;0;40;0;0;0;22;0;14;60;0;11;89;0;17;40;0;8;0;0;23;0;0;22;0;0;13;46;3
0;0;62;0;0;59;0;0;58;0;0;57;0;0;57;0;0;53;0;7;0;20;0;87;0;0;0;0;0;43;3
0;0;33;0;0;0;0;0;47;0;0;56;0;9;66;0;22;0;0;40;0;0;49;0;0;43;0;11;58;0;3
0;12;0;40;15;62;0;39;0;0;31;66;0;32;57;0;30;35;0;0;0;0;8;76;0;0;59;0;0;0;3
0;0;0;0;0;65;0;0;60;0;0;57;0;0;57;0;0;58;0;0;57;0;0;65;0;0;0;0;26;0;3
0;11;60;0;13;47;0;0;0;0;0;29;0;0;30;0;0;20;0;0;0;0;0;13;0;0;19;0;0;0;3
0;0;44;44;0;93;0;0;0;0;0;30;0;0;31;0;0;27;0;0;0;0;0;33;0;0;38;0;0;23;3
0;0;30;0;0;23;0;0;27;0;0;0;0;0;0;0;0;42;0;0;23;0;0;30;0;0;28;0;0;7;3
19;0;127;0;0;33;0;0;0;0;0;18;0;0;20;0;0;35;0;0;29;0;0;0;24;0;48;0;0;25;3
0;0;0;0;0;0;0;0;35;0;0;26;0;0;31;0;0;15;0;0;0;9;0;22;0;0;37;21;0;54;3
0;0;0;11;0;23;0;0;32;0;0;14;0;0;14;0;0;16;0;0;18;0;0;18;0;0;18;0;0;18;3
0;0;18;0;0;18;0;0;17;0;0;37;0;0;49;0;0;40;0;23;24;0;50;26;9;43;56;20;23;53;3
11;20;65;15;22;61;14;23;61;41;9;48;50;22;45;51;8;43;44;8;34;50;10;38;46;12;34;48;9;36;3
43;10;49;34;18;55;16;18;57;0;17;71;0;22;64;0;21;62;0;21;62;0;23;63;0;22;62;0;23;62;4
0;23;63;0;23;61;0;23;64;0;23;64;0;24;63;0;23;62;0;23;62;0;22;63;0;19;44;0;19;32;4
45;12;70;0;9;32;0;22;56;0;12;64;0;19;62;0;21;63;0;19;63;24;9;63;0;0;56;0;12;0;4
